tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
CF-147a	CF-147a_LP-DIR-T	CF-147		ht	149.5	65.1	1	3	-1	0.0	3.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 16:56:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-147a	CF-147a_LP-DIR-T	CF-147		ht	288.5	35.7	1	3	100	0.0	3.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 16:56:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-147a	CF-147a_LP-DIR-T	CF-147		ht	293.8	30.0	1	3	0	0.0	3.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 16:56:23	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-147a		CF-147										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-148a	CF-148a_LP-DIR-T	CF-148		ht	291.4	36.1	1	3	100	0.0	3.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 16:57:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-148a	CF-148a_LP-DIR-T	CF-148		ht	296.5	30.1	1	3	0	0.0	3.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 16:57:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-148a	CF-148a_LP-DIR-T	CF-148		ht	129.8	48.4	1	3	-1	0.0	3.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 16:57:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-148a		CF-148										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-149a	CF-149a_LP-DIR-T	CF-149		ht	281.8	21.9	1	3	100	0.0	6.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 16:59:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-149a	CF-149a_LP-DIR-T	CF-149		ht	285.0	17.4	1	3	0	0.0	6.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 16:59:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-149a	CF-149a_LP-DIR-T	CF-149		ht	128.2	61.1	1	3	-1	0.0	6.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 16:59:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-149a		CF-149										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-14a	CF-14a_LP-DIR-T	CF-14		ht	282.5	19.2	1	3	0	0.0	2.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:14:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-14a	CF-14a_LP-DIR-T	CF-14		ht	192.9	-28.8	1	3	-1	0.0	2.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:14:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-14a		CF-14										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-14a	CF-14a_LP-DIR-T	CF-14		ht	278.9	23.3	1	3	100	0.0	2.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:14:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-150a	CF-150a_LP-DIR-T	CF-150		ht	145.4	65.3	1	3	-1	0.0	3.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:01:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-150a	CF-150a_LP-DIR-T	CF-150		ht	294.4	36.3	1	3	100	0.0	3.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:01:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-150a		CF-150										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-150a	CF-150a_LP-DIR-T	CF-150		ht	299.4	29.8	1	3	0	0.0	3.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:01:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-151a		CF-151										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-152a		CF-152										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-152a	CF-152a_LP-DIR-T	CF-152		ht	105.0	54.7	1	3	-1	0.0	1.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:04:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-152a	CF-152a_LP-DIR-T	CF-152		ht	292.0	16.0	1	3	0	0.0	1.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:04:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-152a	CF-152a_LP-DIR-T	CF-152		ht	289.2	21.6	1	3	100	0.0	1.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:04:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-153a		CF-153										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-153a	CF-153a_LP-DIR-T	CF-153		ht	287.3	17.9	1	3	0	0.0	1.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:07:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-153a	CF-153a_LP-DIR-T	CF-153		ht	211.0	63.1	1	3	-1	0.0	1.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:07:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-153a	CF-153a_LP-DIR-T	CF-153		ht	284.1	22.8	1	3	100	0.0	1.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:07:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-154a		CF-154										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-154a	CF-154a_LP-DIR-T	CF-154		ht	274.7	37.3	1	3	100	0.0	3.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:08:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-154a	CF-154a_LP-DIR-T	CF-154		ht	281.3	33.6	1	3	0	0.0	3.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:08:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-154a	CF-154a_LP-DIR-T	CF-154		ht	184.4	52.3	1	3	-1	0.0	3.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:08:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-155a		CF-155										Sedimentary	Sediment Layer	Siltstone:Sandstone													Cut Face Creek	CF
CF-155a		CF-155										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-156a		CF-156										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-156a	CF-156a_LP-DIR-T	CF-156		ht	254.3	31.8	1	3	-1	0.0	3.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:11:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-156a	CF-156a_LP-DIR-T	CF-156		ht	300.6	14.9	1	3	0	0.0	3.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:11:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-156a	CF-156a_LP-DIR-T	CF-156		ht	298.2	21.7	1	3	100	0.0	3.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:11:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-157a	CF-157a_LP-DIR-T	CF-157		ht	164.0	78.2	1	3	-1	0.0	3.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:12:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-157a		CF-157										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-157a	CF-157a_LP-DIR-T	CF-157		ht	281.5	22.8	1	3	100	0.0	3.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:12:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-157a	CF-157a_LP-DIR-T	CF-157		ht	284.9	18.3	1	3	0	0.0	3.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:12:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-158a		CF-158										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-158a	CF-158a_LP-DIR-T	CF-158		ht	111.9	62.9	1	3	-1	0.0	1.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:14:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-158a	CF-158a_LP-DIR-T	CF-158		ht	285.3	13.4	1	3	0	0.0	1.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:14:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-158a	CF-158a_LP-DIR-T	CF-158		ht	282.8	18.1	1	3	100	0.0	1.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:14:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-159a		CF-159										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-159a		CF-159										Sedimentary	Sediment Layer	Siltstone:Sandstone													Cut Face Creek	CF
CF-15a		CF-15										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-15a	CF-15a_LP-DIR-T	CF-15		ht	200.4	-37.2	1	3	-1	0.0	2.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:15:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-15a	CF-15a_LP-DIR-T	CF-15		ht	296.2	38.1	1	3	0	0.0	2.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:15:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-15a	CF-15a_LP-DIR-T	CF-15		ht	289.2	44.1	1	3	100	0.0	2.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:15:40	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-160a		CF-160										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-160a	CF-160a_LP-DIR-T	CF-160		ht	147.8	59.6	1	3	-1	0.0	1.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:17:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-160a	CF-160a_LP-DIR-T	CF-160		ht	289.4	36.9	1	3	100	0.0	1.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:17:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-160a	CF-160a_LP-DIR-T	CF-160		ht	294.9	31.1	1	3	0	0.0	1.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:17:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-161a		CF-161										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-161a		CF-161										Sedimentary	Sediment Layer	Siltstone:Sandstone													Cut Face Creek	CF
CF-162a	CF-162a_LP-DIR-T	CF-162		ht	281.9	31.1	1	3	100	0.0	5.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:20:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-162a	CF-162a_LP-DIR-T	CF-162		ht	286.7	26.4	1	3	0	0.0	5.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:20:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-162a	CF-162a_LP-DIR-T	CF-162		ht	154.6	68.3	1	3	-1	0.0	5.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:20:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-162a		CF-162										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-163a		CF-163										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-163a	CF-163a_LP-DIR-T	CF-163		ht	280.0	31.0	1	3	100	0.0	2.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:24:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-163a	CF-163a_LP-DIR-T	CF-163		ht	284.9	26.6	1	3	0	0.0	2.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:24:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-163a	CF-163a_LP-DIR-T	CF-163		ht	120.5	68.8	1	3	-1	0.0	2.4	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:24:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-164a	CF-164a_LP-DIR-T	CF-164		ht	290.9	29.1	1	3	0	0.0	0.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:25:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-164a	CF-164a_LP-DIR-T	CF-164		ht	285.6	34.4	1	3	100	0.0	0.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:25:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-164a		CF-164										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-164a	CF-164a_LP-DIR-T	CF-164		ht	134.8	58.1	1	3	-1	0.0	0.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:25:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-165a		CF-165										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-165a		CF-165										Sedimentary	Sediment Layer	Siltstone:Sandstone													Cut Face Creek	CF
CF-166a	CF-166a_LP-DIR-T	CF-166		ht	279.7	26.3	1	3	100	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:28:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-166a	CF-166a_LP-DIR-T	CF-166		ht	283.7	22.1	1	3	0	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:28:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-166a	CF-166a_LP-DIR-T	CF-166		ht	197.6	68.9	1	3	-1	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:28:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-166a		CF-166										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-167a	CF-167a_LP-DIR-T	CF-167		ht	286.8	34.7	1	3	100	0.0	1.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:30:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-167a		CF-167										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-167a	CF-167a_LP-DIR-T	CF-167		ht	292.0	29.2	1	3	0	0.0	1.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:30:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-167a	CF-167a_LP-DIR-T	CF-167		ht	160.6	64.2	1	3	-1	0.0	1.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:30:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-168a	CF-168a_LP-DIR-T	CF-168		ht	283.3	21.1	1	3	100	0.0	2.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:31:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-168a	CF-168a_LP-DIR-T	CF-168		ht	286.3	16.4	1	3	0	0.0	2.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:31:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-168a	CF-168a_LP-DIR-T	CF-168		ht	159.6	76.7	1	3	-1	0.0	2.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:31:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-168a		CF-168										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-169a		CF-169										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-169a	CF-169a_LP-DIR-T	CF-169		ht	132.2	50.7	1	3	-1	0.0	3.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:33:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-169a	CF-169a_LP-DIR-T	CF-169		ht	299.1	29.4	1	3	0	0.0	3.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:33:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-169a	CF-169a_LP-DIR-T	CF-169		ht	294.2	35.8	1	3	100	0.0	3.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:33:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-16a	CF-16a_LP-DIR-T	CF-16		ht	290.9	31.9	1	3	0	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:17:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-16a	CF-16a_LP-DIR-T	CF-16		ht	238.6	10.3	1	3	-1	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:17:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-16a		CF-16										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-16a	CF-16a_LP-DIR-T	CF-16		ht	285.1	37.2	1	3	100	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:17:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-170a	CF-170a_LP-DIR-T	CF-170		ht	279.9	28.7	1	3	100	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:34:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-170a		CF-170										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-170a	CF-170a_LP-DIR-T	CF-170		ht	284.4	24.3	1	3	0	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:34:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-170a	CF-170a_LP-DIR-T	CF-170		ht	135.7	66.3	1	3	-1	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:34:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-172a	CF-172a_LP-DIR-T	CF-172		ht	294.7	33.4	1	3	100	0.0	1.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:36:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-172a	CF-172a_LP-DIR-T	CF-172		ht	299.1	26.9	1	3	0	0.0	1.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:36:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-172a	CF-172a_LP-DIR-T	CF-172		ht	125.0	55.2	1	3	-1	0.0	1.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-05 17:36:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-172a		CF-172										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
