tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
CF-58a		CF-58										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-59a		CF-59										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-59a	CF-59a_LP-DIR-T	CF-59		ht	284.6	22.0	1	3	100	0.0	4.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:39:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-59a	CF-59a_LP-DIR-T	CF-59		ht	201.6	56.7	1	3	-1	0.0	4.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:39:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-59a	CF-59a_LP-DIR-T	CF-59		ht	287.7	17.1	1	3	0	0.0	4.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:39:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-5a		CF-5										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-60a	CF-60a_LP-DIR-T	CF-60		ht	145.8	74.1	1	3	-1	0.0	4.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:41:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-60a	CF-60a_LP-DIR-T	CF-60		ht	300.9	33.1	1	3	100	0.0	4.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:41:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-60a		CF-60										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-60a	CF-60a_LP-DIR-T	CF-60		ht	304.8	25.9	1	3	0	0.0	4.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:41:04	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-61a	CF-61a_LP-DIR-T	CF-61		ht	182.7	67.5	1	3	-1	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:42:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-61a	CF-61a_LP-DIR-T	CF-61		ht	296.7	33.4	1	3	0	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:42:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-61a	CF-61a_LP-DIR-T	CF-61		ht	290.8	39.5	1	3	100	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:42:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-61a		CF-61										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-62a	CF-62a_LP-DIR-T	CF-62		ht	299.5	42.6	1	3	100	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:43:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-62a	CF-62a_LP-DIR-T	CF-62		ht	305.2	35.5	1	3	0	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:43:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-62a	CF-62a_LP-DIR-T	CF-62		ht	182.4	56.5	1	3	-1	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:43:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-62a		CF-62										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-63a		CF-63										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-63a	CF-63a_LP-DIR-T	CF-63		ht	203.8	65.3	1	3	-1	0.0	4.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:45:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-63a	CF-63a_LP-DIR-T	CF-63		ht	285.1	35.2	1	3	0	0.0	4.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:45:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-63a	CF-63a_LP-DIR-T	CF-63		ht	278.2	39.5	1	3	100	0.0	4.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:45:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-64a		CF-64										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-64a	CF-64a_LP-DIR-T	CF-64		ht	153.4	52.0	1	3	-1	0.0	5.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:49:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-64a	CF-64a_LP-DIR-T	CF-64		ht	288.4	24.9	1	3	0	0.0	5.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:49:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-64a	CF-64a_LP-DIR-T	CF-64		ht	283.9	29.8	1	3	100	0.0	5.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:49:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-65a		CF-65										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-65a	CF-65a_LP-DIR-T	CF-65		ht	284.1	39.6	1	3	100	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:51:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-65a	CF-65a_LP-DIR-T	CF-65		ht	181.2	55.5	1	3	-1	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:51:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-65a	CF-65a_LP-DIR-T	CF-65		ht	290.6	34.5	1	3	0	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:51:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-66a	CF-66a_LP-DIR-T	CF-66		ht	178.8	52.0	1	3	-1	0.0	3.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:52:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-66a	CF-66a_LP-DIR-T	CF-66		ht	288.3	24.0	1	3	0	0.0	3.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:52:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-66a	CF-66a_LP-DIR-T	CF-66		ht	284.0	29.0	1	3	100	0.0	3.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:52:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-66a		CF-66										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-67a	CF-67a_LP-DIR-T	CF-67		ht	288.7	36.0	1	3	100	0.0	2.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:54:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-67a		CF-67										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-67a	CF-67a_LP-DIR-T	CF-67		ht	148.4	58.4	1	3	-1	0.0	2.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:54:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-67a	CF-67a_LP-DIR-T	CF-67		ht	294.0	30.3	1	3	0	0.0	2.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:54:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-68a	CF-68a_LP-DIR-T	CF-68		ht	224.9	39.7	1	3	-1	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:55:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-68a		CF-68										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-68a	CF-68a_LP-DIR-T	CF-68		ht	289.2	29.1	1	3	0	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:55:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-68a	CF-68a_LP-DIR-T	CF-68		ht	283.8	34.1	1	3	100	0.0	2.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:55:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-69a	CF-69a_LP-DIR-T	CF-69		ht	176.1	61.0	1	3	-1	0.0	3.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:58:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-69a	CF-69a_LP-DIR-T	CF-69		ht	298.3	44.9	1	3	0	0.0	3.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:58:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-69a	CF-69a_LP-DIR-T	CF-69		ht	289.4	51.0	1	3	100	0.0	3.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 18:58:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-69a		CF-69										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-6a	CF-6a_LP-DIR-T	CF-6		ht	303.8	36.6	1	3	-1	0.0	4.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:58:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-6a	CF-6a_LP-DIR-T	CF-6		ht	290.1	34.9	1	3	0	0.0	4.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:58:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-6a	CF-6a_LP-DIR-T	CF-6		ht	283.5	39.9	1	3	100	0.0	4.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 16:58:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-6a		CF-6										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-70a		CF-70										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-71a		CF-71										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-72a	CF-72a_LP-DIR-T	CF-72		ht	181.1	68.2	1	3	-1	0.0	2.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:03:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-72a	CF-72a_LP-DIR-T	CF-72		ht	288.2	33.4	1	3	100	0.0	2.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:03:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-72a	CF-72a_LP-DIR-T	CF-72		ht	293.1	27.8	1	3	0	0.0	2.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:03:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-72a		CF-72										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-73a		CF-73										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-73a	CF-73a_LP-DIR-T	CF-73		ht	202.8	61.7	1	3	-1	0.0	2.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:04:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-73a	CF-73a_LP-DIR-T	CF-73		ht	289.2	30.8	1	3	0	0.0	2.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:04:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-73a	CF-73a_LP-DIR-T	CF-73		ht	283.5	35.7	1	3	100	0.0	2.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:04:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-74a		CF-74										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-74a	CF-74a_LP-DIR-T	CF-74		ht	222.6	30.4	1	3	-1	0.0	5.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:09:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-74a	CF-74a_LP-DIR-T	CF-74		ht	283.2	30.3	1	3	0	0.0	5.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:09:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-74a	CF-74a_LP-DIR-T	CF-74		ht	277.4	34.3	1	3	100	0.0	5.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:09:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-75a	CF-75a_LP-DIR-T	CF-75		ht	174.6	67.1	1	3	-1	0.0	4.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:11:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-75a		CF-75										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-75a	CF-75a_LP-DIR-T	CF-75		ht	284.1	34.8	1	3	100	0.0	4.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:11:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-75a	CF-75a_LP-DIR-T	CF-75		ht	289.6	29.8	1	3	0	0.0	4.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:11:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-76a		CF-76										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-76a	CF-76a_LP-DIR-T	CF-76		ht	128.6	69.1	1	3	-1	0.0	7.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:13:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-76a	CF-76a_LP-DIR-T	CF-76		ht	304.8	19.6	1	3	0	0.0	7.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:13:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-76a	CF-76a_LP-DIR-T	CF-76		ht	301.9	26.9	1	3	100	0.0	7.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:13:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-77a	CF-77a_LP-DIR-T	CF-77		ht	193.1	56.0	1	3	-1	0.0	6.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:14:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-77a	CF-77a_LP-DIR-T	CF-77		ht	302.8	33.0	1	3	0	0.0	6.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:14:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-77a	CF-77a_LP-DIR-T	CF-77		ht	297.4	39.9	1	3	100	0.0	6.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:14:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-77a		CF-77										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-78a	CF-78a_LP-DIR-T	CF-78		ht	285.0	19.2	1	3	0	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:16:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-78a	CF-78a_LP-DIR-T	CF-78		ht	281.5	23.7	1	3	100	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:16:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-78a		CF-78										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-78a	CF-78a_LP-DIR-T	CF-78		ht	201.4	70.4	1	3	-1	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:16:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-79a	CF-79a_LP-DIR-T	CF-79		ht	142.3	62.5	1	3	-1	0.0	2.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:17:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-79a	CF-79a_LP-DIR-T	CF-79		ht	287.4	26.8	1	3	100	0.0	2.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:17:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-79a	CF-79a_LP-DIR-T	CF-79		ht	291.1	21.4	1	3	0	0.0	2.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:17:52	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-79a		CF-79										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-7a		CF-7										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-7a	CF-7a_LP-DIR-T	CF-7		ht	274.7	46.3	1	3	100	0.0	7.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:00:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-7a	CF-7a_LP-DIR-T	CF-7		ht	283.8	42.4	1	3	0	0.0	7.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:00:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-7a	CF-7a_LP-DIR-T	CF-7		ht	281.9	44.5	1	3	-1	0.0	7.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:00:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-80a		CF-80										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-80a	CF-80a_LP-DIR-T	CF-80		ht	291.2	40.2	1	3	100	0.0	3.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:19:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-80a	CF-80a_LP-DIR-T	CF-80		ht	297.2	34.0	1	3	0	0.0	3.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:19:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-80a	CF-80a_LP-DIR-T	CF-80		ht	176.8	63.9	1	3	-1	0.0	3.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:19:26	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-81a	CF-81a_LP-DIR-T	CF-81		ht	294.8	28.6	1	3	0	0.0	3.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:20:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-81a	CF-81a_LP-DIR-T	CF-81		ht	149.7	74.0	1	3	-1	0.0	3.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:20:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-81a	CF-81a_LP-DIR-T	CF-81		ht	289.8	34.5	1	3	100	0.0	3.1	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:20:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-81a		CF-81										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-82a	CF-82a_LP-DIR-T	CF-82		ht	294.8	43.4	1	3	100	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:22:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
