tab	samples
sample	site	height	lat	lon	geologic_classes	geologic_types	lithologies	analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	citations	method_codes	result_quality	result_type
CF-173	CF	85			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	250.5	0.0	9.98	166.5	-89	This study	SO-CMD-NORTH	g	i
CF-174	CF	86.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	271.5	0.0	9.98	166.5	-80	This study	SO-CMD-NORTH	g	i
CF-175	CF	86.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	274.5	0.0	9.98	166.5	-87	This study	SO-CMD-NORTH	g	i
CF-176	CF	87.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	281.5	0.0	9.98	166.5	-81	This study	SO-CMD-NORTH	g	i
CF-177	CF	88			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	271.5	0.0	9.98	166.5	-89	This study	SO-CMD-NORTH	g	i
CF-178	CF	88.9			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	276.5	0.0	9.98	166.5	-88	This study	SO-CMD-NORTH	g	i
CF-179	CF	89.7			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	273.5	0.0	9.98	166.5	-85	This study	SO-CMD-NORTH	g	i
CF-180	CF	90.2			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	56.5	0.0	9.98	166.5	-83	This study	SO-CMD-NORTH	g	i
CF-181	CF	91			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	262.5	0.0	9.98	166.5	-75	This study	SO-CMD-NORTH	g	i
CF-182	CF	91.5			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	294.5	0.0	9.98	166.5	-83	This study	SO-CMD-NORTH	g	i
CF-183	CF	92.3			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	236.5	0.0	9.98	166.5	-77	This study	SO-CMD-NORTH	g	i
CF-185	CF	94.1			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	262.5	0.0	9.98	166.5	-80	This study	SO-CMD-NORTH	g	i
CF-186	CF	94.6			Sedimentary	Sediment Layer	Siltstone:Sandstone	James Pierce	274.5	0.0	9.98	166.5	-74	This study	SO-CMD-NORTH	g	i
